,channelGrouping,date,device_browser,device_deviceCategory,device_isMobile,device_operatingSystem,fullVisitorId,geoNetwork_city,geoNetwork_continent,geoNetwork_country,geoNetwork_metro,geoNetwork_networkDomain,geoNetwork_region,geoNetwork_subContinent,sessionId,totals_bounces,totals_hits,totals_newVisits,totals_pageviews,totals_transactionRevenue,trafficSource_adContent,trafficSource_campaignCode,trafficSource_isTrueDirect,trafficSource_keyword,trafficSource_medium,trafficSource_referralPath,trafficSource_source,tsadclick_adNetworkType,tsadclick_gclId,tsadclick_isVideoAd,tsadclick_page,tsadclick_slot,visitId,visitNumber,visitStartTime
410595,Referral,20170210,Chrome,desktop,FALSE,Linux,5.83E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,5826737021779185298_1486761497,,26,,25,19990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486761497,2,1486761497
410600,Referral,20170210,Chrome,desktop,FALSE,Macintosh,1.64E+18,,Americas,United States,,comcast.net,,Northern America,1639589047263376521_1486796102,,27,,25,44790000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486796102,15,1486796102
410602,Referral,20170210,Chrome,desktop,FALSE,Macintosh,8.22E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8219922685567782284_1486761532,,27,,21,27180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486761532,3,1486761532
410603,Referral,20170210,Chrome,desktop,FALSE,Macintosh,1.38E+18,New York,Americas,United States,New York NY,,New York,Northern America,1381431420028484439_1486760380,,27,,19,167550000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486760380,2,1486760380
410604,Organic Search,20170210,Chrome,tablet,TRUE,Android,8.94E+18,,Americas,United States,,gci.net,,Northern America,8943826077363330152_1486787010,,27,1,25,18990000,,,,,organic,,google,,,,,,1486787010,1,1486787010
410614,Referral,20170210,Chrome,desktop,FALSE,Linux,2.87E+17,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,286670465887517107_1486749591,,32,,24,39990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486749591,2,1486749591
410616,Referral,20170210,Chrome,desktop,FALSE,Chrome OS,3.52E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,3523546723004050529_1486741960,,34,,26,331500000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486741960,3,1486741960
410619,Direct,20170210,Chrome,desktop,FALSE,Windows,7.81E+18,Salem,Americas,United States,Roanoke-Lynchburg VA,comcastbusiness.net,Virginia,Northern America,7813149961404844386_1486744738,,35,,27,814280000,,,TRUE,,(none),,(direct),,,,,,1486744738,63,1486744738
410634,Direct,20170210,Chrome,desktop,FALSE,Chrome OS,5.48E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,5480664730921696819_1486754061,,56,1,42,627000000,,,TRUE,,(none),,(direct),,,,,,1486754061,1,1486754061
410638,Referral,20170210,Chrome,desktop,FALSE,Macintosh,1.49E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1490558553818530030_1486760080,,62,1,52,170340000,,,,,referral,/,mall.googleplex.com,,,,,,1486760080,1,1486760080
410640,Referral,20170210,Chrome,desktop,FALSE,Macintosh,9.26E+18,San Bruno,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9259412484953197672_1486753691,,68,,57,575840000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486753691,9,1486753691
410642,Direct,20170210,Chrome,desktop,FALSE,Windows,9.64E+18,,Americas,United States,,nielsenmedia.com,,Northern America,9642698057695067786_1486751439,,74,,58,903190000,,,TRUE,,(none),,(direct),,,,,,1486751439,13,1486751439
410644,Referral,20170210,Chrome,desktop,FALSE,Macintosh,6.12E+17,Los Angeles,Americas,United States,Los Angeles CA,rr.com,California,Northern America,611556253076247456_1486715541,,80,,63,144290000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486715541,7,1486715541
410646,Direct,20170210,Chrome,desktop,FALSE,Linux,9.11E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9113512902535723065_1486756265,,99,,74,25550000,,,TRUE,,(none),,(direct),,,,,,1486756265,4,1486756265
410929,Social,20170414,Firefox,desktop,FALSE,Windows,9.22E+18,,Americas,United States,,comcast.net,,Northern America,9220403459070771293_1492215904,,14,1,13,15960000,,,,,referral,/QpXvjwMv6t,t.co,,,,,,1492215904,1,1492215904
411258,Direct,20170414,Chrome,desktop,FALSE,Macintosh,8.35E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,dialpad.com,California,Northern America,8345665415010586104_1492192891,,9,1,8,648500000,,,TRUE,,(none),,(direct),,,,,,1492192891,1,1492192891
411303,Referral,20170414,Chrome,desktop,FALSE,Chrome OS,8.90E+18,New York,Americas,United States,New York NY,,New York,Northern America,8895070637038003269_1492183646,,12,1,10,13590000,,,,,referral,/,mall.googleplex.com,,,,,,1492183646,1,1492183646
411306,Referral,20170414,Chrome,desktop,FALSE,Macintosh,6.90E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,6904415728032094280_1492176755,,12,,10,30390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492176755,3,1492176755
411317,Referral,20170414,Chrome,desktop,FALSE,Macintosh,5.38E+18,,Americas,United States,,,,Northern America,5375879042397621838_1492195324,,13,,13,27190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492195324,3,1492195324
411323,Referral,20170414,Chrome,desktop,FALSE,Macintosh,8.31E+18,New York,Americas,United States,New York NY,,New York,Northern America,8314880454483296591_1492182372,,13,1,13,27190000,,,,,referral,/,mall.googleplex.com,,,,,,1492182372,1,1492182372
411329,Direct,20170414,Chrome,desktop,FALSE,Macintosh,3.26E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3264354418157735832_1492187200,,14,1,12,83410000,,,TRUE,,(none),,(direct),,,,,,1492187200,1,1492187200
411331,Referral,20170414,Chrome,desktop,FALSE,Macintosh,8.87E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8866035740350491393_1492188375,,14,,11,74990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492188375,5,1492188375
411335,Referral,20170414,Chrome,desktop,FALSE,Macintosh,4.02E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4022281232635226320_1492209007,,14,,13,67190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492209007,6,1492209007
411337,Referral,20170414,Chrome,desktop,FALSE,Macintosh,8.62E+18,,Americas,United States,,,,Northern America,8617743471212010127_1492229034,,14,,12,41990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492229034,10,1492229037
411343,Direct,20170414,Chrome,mobile,TRUE,iOS,9.37E+18,,Americas,United States,,,,Northern America,9366737913025963076_1492211756,,14,1,14,1990000,,,TRUE,,(none),,(direct),,,,,,1492211756,1,1492211756
411369,Referral,20170414,Chrome,desktop,FALSE,Linux,7.21E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7207269090239542768_1492212337,,18,,16,15190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492212337,4,1492212337
411370,Organic Search,20170414,Safari,desktop,FALSE,Macintosh,7.88E+18,,Americas,United States,,comcast.net,,Northern America,7878351670032839098_1492196712,,18,,16,10990000,,,TRUE,,organic,,google,,,,,,1492196712,2,1492196712
411371,Direct,20170414,Chrome,desktop,FALSE,Macintosh,5.53E+17,,Americas,United States,,bhn.net,,Northern America,553274180487420287_1492233591,,18,1,15,76960000,,,TRUE,,(none),,(direct),,,,,,1492233591,1,1492233591
411374,Organic Search,20170414,Chrome,mobile,TRUE,Android,2.72E+17,Toronto,Americas,Canada,,rogers.com,Ontario,Northern America,0271850397437998021_1492189611,,18,,16,16990000,,,TRUE,,organic,,google,,,,,,1492189611,3,1492189611
411379,Referral,20170414,Chrome,desktop,FALSE,Chrome OS,6.30E+18,,Americas,United States,,sbcglobal.net,,Northern America,6295250003347725316_1492214025,,19,,15,28780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492214025,2,1492214025
411381,Direct,20170414,Chrome,desktop,FALSE,Macintosh,1.45E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,1453691519754231663_1492197231,,19,,15,63600000,,,TRUE,,(none),,(direct),,,,,,1492197231,3,1492197231
411394,Referral,20170414,Chrome,desktop,FALSE,Macintosh,5.33E+17,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,0533462479025888957_1492195009,,21,,17,32620000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492195009,3,1492195009
411403,Organic Search,20170414,Chrome,mobile,TRUE,Android,8.76E+18,,Americas,United States,,qwest.net,,Northern America,8762203686823311307_1492225509,,23,,19,8990000,,,TRUE,,organic,,google,,,,,,1492225509,4,1492225509
411408,Referral,20170414,Chrome,desktop,FALSE,Macintosh,6.10E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6099980464352288562_1492212868,,24,1,23,37480000,,,,,referral,/,mall.googleplex.com,,,,,,1492212868,1,1492212868
411413,Direct,20170414,Chrome,desktop,FALSE,Windows,7.81E+18,,Americas,United States,,comcastbusiness.net,,Northern America,7813149961404844386_1492192900,,26,,23,61590000,,,TRUE,,(none),,(direct),,,,,,1492192900,121,1492192900
411414,Organic Search,20170414,Chrome,desktop,FALSE,Macintosh,2.79E+18,,Americas,United States,,espn.com,,Northern America,2792057465919995145_1492205159,,26,1,25,32980000,,,,,organic,,google,,,,,,1492205159,1,1492205159
411415,Referral,20170414,Chrome,desktop,FALSE,Macintosh,5.05E+18,New York,Americas,United States,New York NY,,New York,Northern America,5050263480914174678_1492195384,,26,1,22,79990000,,,,,referral,/,mall.googleplex.com,,,,,,1492195384,1,1492195384
411416,Referral,20170414,Chrome,desktop,FALSE,Macintosh,7.81E+17,Santa Clara,Americas,United States,San Francisco-Oakland-San Jose CA,wiline.com,California,Northern America,781232080470154469_1492191710,,27,1,26,15990000,,,,,referral,/,mall.googleplex.com,,,,,,1492191710,1,1492191710
411417,Organic Search,20170414,Chrome,desktop,FALSE,Chrome OS,4.53E+18,,Americas,United States,,verizon.net,,Northern America,4531247843823782323_1492187661,,27,,22,522050000,,,TRUE,,organic,,google,,,,,,1492187661,10,1492187661
411422,Referral,20170414,Chrome,desktop,FALSE,Windows,2.11E+18,Goose Creek,Americas,United States,Charleston SC,,South Carolina,Northern America,2110584778013739100_1492185805,,28,,21,154000000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492185805,2,1492185805
411423,Organic Search,20170414,Chrome,desktop,FALSE,Macintosh,5.76E+18,Seattle,Americas,United States,Seattle-Tacoma WA,unknown.unknown,Washington,Northern America,5762152296727527902_1492190865,,29,1,25,24990000,,,,,organic,,google,,,,,,1492190865,1,1492190865
411426,Referral,20170414,Chrome,desktop,FALSE,Macintosh,5.01E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,5013441016621351326_1492198690,,31,,25,90360000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492198690,2,1492198690
411431,Organic Search,20170414,Safari,mobile,TRUE,iOS,4.13E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,mycingular.net,California,Northern America,4125169582093788540_1492195574,,33,1,30,16990000,,,,,organic,,google,,,,,,1492195574,1,1492195574
411441,Organic Search,20170414,Chrome,desktop,FALSE,Windows,5.85E+18,,Americas,United States,,comcast.net,,Northern America,5846746370544767584_1492173720,,37,1,31,30280000,,,,,organic,,google,,,,,,1492173720,1,1492173720
411446,Paid Search,20170414,Chrome,mobile,TRUE,Android,7.62E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7624531134410931401_1492223915,,40,1,33,119970000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,Cj0KEQjw5sHHBRDg5IK6k938j_IBEiQARZBJWqMUgskfHtvrDKXMQJae2ltq2BDCRjWjvkaezwOlFxMaAlRi8P8HAQ,FALSE,1,Top,1492223915,1,1492223915
411452,Organic Search,20170414,Internet Explorer,desktop,FALSE,Windows,9.38E+18,,Americas,United States,,unknown.unknown,,Northern America,9381613889924165775_1492192832,,43,1,31,14000000,,,,,organic,,google,,,,,,1492192832,1,1492192832
411456,Direct,20170414,Chrome,desktop,FALSE,Macintosh,1.10E+17,Seattle,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,0110237584337011595_1492186586,,49,,36,1951550000,,,TRUE,,(none),,(direct),,,,,,1492186586,2,1492186586
411457,Referral,20170414,Chrome,desktop,FALSE,Macintosh,9.44E+18,New York,Americas,United States,New York NY,,New York,Northern America,9441031549900042682_1492196546,,52,,43,69310000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492196546,4,1492196546
411459,Organic Search,20170414,Chrome,desktop,FALSE,Chrome OS,3.37E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,3374717573841647831_1492221796,,59,,43,24670000,,,,,organic,,yahoo,,,,,,1492221796,8,1492221796
411462,Referral,20170414,Chrome,desktop,FALSE,Macintosh,7.31E+18,Seattle,Americas,United States,Seattle-Tacoma WA,comcast.net,Washington,Northern America,7314335149820317906_1492206436,,67,1,48,96780000,,,,,referral,/,mall.googleplex.com,,,,,,1492206436,1,1492206436
411467,Referral,20170414,Chrome,desktop,FALSE,Macintosh,2.00E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,unknown.unknown,California,Northern America,1997401331704594416_1492189054,,176,1,114,130880000,,,,,referral,/od/Things-To-Do-in-Silicon-Valley/fl/How-To-Visit-the-Googleplex-the-Google-Head-Office-in-Mountain-View.htm,siliconvalley.about.com,,,,,,1492189054,1,1492189054
412352,Referral,20170414,Chrome,desktop,FALSE,Macintosh,4.66E+18,,Americas,United States,,comcast.net,,Northern America,4661880463561390701_1492219059,,10,1,10,22400000,,,,,referral,/,mall.googleplex.com,,,,,,1492219059,1,1492219059
412359,Referral,20170414,Chrome,desktop,FALSE,Macintosh,8.19E+17,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,0818860449344258953_1492198486,,11,,11,153970000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492198486,2,1492198486
414611,Direct,20170313,Chrome,desktop,FALSE,Linux,6.06E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6056987916550791423_1489442777,,10,1,10,7000000,,,TRUE,,(none),,(direct),,,,,,1489442777,1,1489442777
414619,Organic Search,20170313,Chrome,desktop,FALSE,Linux,6.83E+16,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,068301324269312205_1489440484,,11,,11,83980000,,,TRUE,,organic,,google,,,,,,1489440484,2,1489440484
414635,Direct,20170313,Safari,desktop,FALSE,Macintosh,1.46E+18,New York,Americas,United States,New York NY,,New York,Northern America,1463636140819732503_1489454292,,11,1,9,15990000,,,TRUE,,(none),,(direct),,,,,,1489454292,1,1489454292
414672,Referral,20170313,Chrome,desktop,FALSE,Macintosh,3.49E+17,New York,Americas,United States,New York NY,,New York,Northern America,0349098195293316395_1489440057,,13,1,11,67190000,,,,,referral,/,mall.googleplex.com,,,,,,1489440057,1,1489440057
414693,Referral,20170313,Chrome,desktop,FALSE,Macintosh,7.66E+18,Oakland,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7658192084720685827_1489433753,,14,,13,15990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489433753,2,1489433753
414694,Referral,20170313,Chrome,desktop,FALSE,Windows,2.35E+18,New York,Americas,United States,New York NY,,New York,Northern America,2345055969142696624_1489430446,,14,,12,30390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489430446,3,1489430446
414717,Referral,20170313,Chrome,desktop,FALSE,Macintosh,2.47E+18,New York,Americas,United States,New York NY,,New York,Northern America,2469327075513689553_1489429046,,15,,13,19190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489429046,3,1489429046
414720,Referral,20170313,Chrome,desktop,FALSE,Chrome OS,3.02E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3024362751507085867_1489434208,,15,,13,15190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489434208,2,1489434208
414746,Referral,20170313,Chrome,desktop,FALSE,Chrome OS,3.50E+18,Dublin,Europe,Ireland,,,County Dublin,Northern Europe,3504024407215071221_1489389395,,17,,13,19950000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489389395,3,1489389395
414750,Organic Search,20170313,Chrome,desktop,FALSE,Windows,1.91E+17,,Americas,United States,,unknown.unknown,,Northern America,0191382203292370318_1489439273,,18,1,18,16990000,,,,,organic,,google,,,,,,1489439273,1,1489439273
414775,Direct,20170313,Chrome,desktop,FALSE,Windows,3.26E+18,Seattle,Americas,United States,Seattle-Tacoma WA,iinet.com,Washington,Northern America,3259618435947707207_1489446074,,21,1,21,14970000,,,TRUE,,(none),,(direct),,,,,,1489446074,1,1489446074
414782,Direct,20170313,Chrome,mobile,TRUE,Android,7.23E+18,,Americas,United States,,,,Northern America,7229994429253580812_1489431679,,22,1,18,18990000,,,TRUE,,(none),,(direct),,,,,,1489431679,1,1489431679
414788,Organic Search,20170313,Chrome,desktop,FALSE,Windows,4.75E+16,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,spcsdns.net,California,Northern America,047507722101025881_1489451739,,24,1,20,58990000,,,,,organic,,google,,,,,,1489451739,1,1489451739
414790,Organic Search,20170313,Chrome,desktop,FALSE,Windows,6.36E+18,,Americas,United States,,qwest.net,,Northern America,6359573214811680534_1489439694,,24,1,20,27980000,,,,,organic,,google,,,,,,1489439694,1,1489439694
414795,Referral,20170313,Chrome,desktop,FALSE,Macintosh,6.98E+18,New York,Americas,United States,New York NY,,New York,Northern America,6983400713632965044_1489426087,,25,,18,54360000,,,,,referral,/,mall.googleplex.com,,,,,,1489426087,2,1489426087
414796,Organic Search,20170313,Chrome,desktop,FALSE,Macintosh,1.65E+18,Chicago,Americas,United States,Chicago IL,comcastbusiness.net,Illinois,Northern America,1646747992905805330_1489432478,,26,,24,163900000,,,TRUE,,organic,,google,,,,,,1489432478,3,1489432478
414799,Referral,20170313,Chrome,desktop,FALSE,Chrome OS,6.09E+17,,Americas,United States,,,,Northern America,0608915197735218105_1489433189,,26,,26,198280000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489433189,7,1489433189
414804,Direct,20170313,Chrome,desktop,FALSE,Chrome OS,2.40E+18,Chicago,Americas,United States,Chicago IL,telwestnet.net,Illinois,Northern America,2402527199731150932_1489455011,,27,,21,254900000,,,TRUE,,(none),,(direct),,,,,,1489455011,19,1489455011
414807,Referral,20170313,Chrome,desktop,FALSE,Macintosh,8.60E+17,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,0860415108038967350_1489442988,,28,,23,82380000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489442988,7,1489442988
414810,Referral,20170313,Chrome,desktop,FALSE,Macintosh,2.74E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,2743010540143714020_1489462702,,30,,23,30370000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489462702,3,1489462702
414811,Organic Search,20170313,Internet Explorer,desktop,FALSE,Windows,1.64E+18,Istanbul,Asia,Turkey,,ttnet.com.tr,Istanbul,Western Asia,1638979583737081570_1489401532,,30,,26,17460000,,,TRUE,,organic,,google,,,,,,1489401532,5,1489401532
414812,Referral,20170313,Chrome,desktop,FALSE,Macintosh,9.17E+16,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,0091725120799498455_1489451493,,30,,20,15190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489451493,2,1489451493
414814,Referral,20170313,Chrome,desktop,FALSE,Macintosh,8.62E+18,New York,Americas,United States,New York NY,,New York,Northern America,8616482225109152227_1489438475,,31,1,25,163160000,,,,,referral,/,mall.googleplex.com,,,,,,1489438475,1,1489438475
414831,Direct,20170313,Chrome,desktop,FALSE,Windows,5.59E+18,,Americas,United States,,cox.net,,Northern America,5590743844926892757_1489417235,,45,,35,380380000,,,TRUE,,(none),,(direct),,,,,,1489417235,34,1489417235
414832,Organic Search,20170313,Chrome,desktop,FALSE,Chrome OS,6.05E+18,Atlanta,Americas,United States,Atlanta GA,,Georgia,Northern America,6051565234057723830_1489434244,,47,,41,123700000,,,TRUE,,organic,,google,,,,,,1489434244,8,1489434244
414836,Referral,20170313,Chrome,desktop,FALSE,Macintosh,8.44E+18,New York,Americas,United States,New York NY,,New York,Northern America,8436822453341818983_1489417704,,49,,35,63980000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489417704,2,1489417704
414837,Referral,20170313,Chrome,desktop,FALSE,Linux,7.75E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7750057450092176618_1489416355,,51,,40,199560000,,,,,referral,/,mall.googleplex.com,,,,,,1489416355,2,1489416355
414838,Referral,20170313,Chrome,desktop,FALSE,Windows,7.09E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7093542318581071543_1489442191,,51,,37,88330000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489442191,4,1489442191
414842,Organic Search,20170313,Chrome,desktop,FALSE,Windows,5.59E+18,Calgary,Americas,Canada,,shawcable.net,Alberta,Northern America,5592881072764401031_1489415247,,61,,49,851100000,,,TRUE,,organic,,google,,,,,,1489415247,3,1489415247
414843,Direct,20170313,Chrome,desktop,FALSE,Macintosh,8.22E+17,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,822220356335302003_1489435322,,61,1,46,57440000,,,TRUE,,(none),,(direct),,,,,,1489435322,1,1489435322
414845,Direct,20170313,Chrome,desktop,FALSE,Chrome OS,2.42E+18,,Americas,United States,,unknown.unknown,,Northern America,2419083783587438310_1489468539,,63,1,59,284350000,,,TRUE,,(none),,(direct),,,,,,1489468539,1,1489468539
414849,Referral,20170313,Chrome,desktop,FALSE,Macintosh,6.13E+18,New York,Americas,United States,New York NY,,New York,Northern America,6130248785422352959_1489434324,,69,,48,399500000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1489434324,2,1489434324
414850,Organic Search,20170313,Chrome,desktop,FALSE,Macintosh,8.67E+18,,Asia,Saudi Arabia,,mobily.com.sa,,Western Asia,8666574866065841577_1489404831,,70,1,51,118960000,,,,,organic,,google,,,,,,1489404831,1,1489404831
414853,Direct,20170313,Chrome,desktop,FALSE,Windows,8.05E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,8051330666155148777_1489465259,,78,1,59,898300000,,,TRUE,,(none),,(direct),,,,,,1489465259,1,1489465259
414857,Organic Search,20170313,Chrome,desktop,FALSE,Windows,6.58E+18,,Americas,United States,,,,Northern America,6576129990528649726_1489468716,,101,,79,48960000,,,TRUE,,organic,,google,,,,,,1489468716,7,1489468716
415386,Organic Search,20161205,Chrome,desktop,FALSE,Linux,8.88E+18,New York,Americas,United States,New York NY,,New York,Northern America,8883064592655631631_1480976194,,4,,4,44790000,,,,,organic,,google,,,,,,1480976194,3,1480976194
415687,Referral,20161205,Chrome,desktop,FALSE,Linux,3.06E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,frontiernet.net,California,Northern America,3061338030780455732_1481004102,,8,,8,95910000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481004102,12,1481004102
415761,Referral,20161205,Chrome,mobile,TRUE,Android,2.18E+17,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,sbcglobal.net,California,Northern America,217550297208282577_1480988061,,9,,9,18990000,,,,,referral,/deal/-ds-sign-up-for-google-merchandise-store-emails-for-special-coup-c179,dealspotr.com,,,,,,1480988061,4,1480988061
415824,Referral,20161205,Chrome,desktop,FALSE,Macintosh,6.45E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,6453950151397418687_1480953183,,10,,10,75170000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480953183,3,1480953183
415857,Referral,20161205,Chrome,desktop,FALSE,Macintosh,8.60E+17,New York,Americas,United States,New York NY,,New York,Northern America,0860221827214296811_1480947876,,11,,10,163860000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480947876,3,1480947876
415924,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.29E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,1285811160522710067_1480957172,,12,,11,44790000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480957172,2,1480957172
415926,Direct,20161205,Chrome,desktop,FALSE,Macintosh,1.91E+18,Washington,Americas,United States,Washington DC (Hagerstown MD),,District of Columbia,Northern America,1912325776785517959_1480972956,,12,,12,13590000,,,TRUE,,(none),,(direct),,,,,,1480972956,2,1480972956
415936,Referral,20161205,Chrome,desktop,FALSE,Linux,7.96E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7958734805769918855_1480956647,,13,,12,20000000,,,,,referral,/,mall.googleplex.com,,,,,,1480956647,4,1480956647
415949,Organic Search,20161205,Internet Explorer,desktop,FALSE,Windows,9.03E+17,,Americas,United States,,comporium.net,,Northern America,903092138107493329_1480965977,,13,,12,17980000,,,TRUE,,organic,,google,,,,,,1480965977,3,1480965977
415975,Referral,20161205,Chrome,desktop,FALSE,Macintosh,7.98E+18,Ann Arbor,Americas,United States,Detroit MI,,Michigan,Northern America,7980102376114249169_1480950855,,14,,12,1200000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480950855,5,1480950855
415981,Referral,20161205,Chrome,desktop,FALSE,Linux,7.55E+18,Seattle,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,7547767069516152606_1480972939,,14,,12,64780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480972939,2,1480972939
415986,Organic Search,20161205,Safari,desktop,FALSE,Macintosh,7.76E+18,,Americas,United States,,,,Northern America,7757837653152946419_1480954180,,14,1,12,16990000,,,,,organic,,google,,,,,,1480954180,1,1480954180
416004,Referral,20161205,Chrome,desktop,FALSE,Chrome OS,6.66E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,6655413249295865439_1480985322,,15,1,12,13590000,,,,,referral,/,mall.googleplex.com,,,,,,1480985322,1,1480985322
416011,Organic Search,20161205,Chrome,desktop,FALSE,Macintosh,3.94E+18,,Americas,United States,,bendbroadband.com,,Northern America,3936547620796707449_1481002223,,15,1,15,19990000,,,,,organic,,google,,,,,,1481002223,1,1481002223
416027,Referral,20161205,Chrome,desktop,FALSE,Windows,4.44E+18,,Americas,United States,,,,Northern America,4439256652059416237_1480971284,,16,,16,18990000,,,,,referral,/google-merchandise-store,dealspotr.com,,,,,,1480971284,2,1480971284
416031,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.98E+16,New York,Americas,United States,New York NY,,New York,Northern America,19814677684676098_1480956904,,16,1,12,39980000,,,,,referral,/,mall.googleplex.com,,,,,,1480956904,1,1480956904
416038,Referral,20161205,Chrome,desktop,FALSE,Macintosh,5.36E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,5359997497493583219_1480967177,,17,1,15,13590000,,,,,referral,/,mall.googleplex.com,,,,,,1480967177,1,1480967177
416042,Referral,20161205,Chrome,desktop,FALSE,Macintosh,7.92E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,791764880277338045_1480988881,,17,,17,141970000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480988881,4,1480988881
